Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62
Probe 38	-0.783975	-0.498289	0.757399	-0.289008	-0.086370	-0.315584	0.265754	-0.465070	0.385344	-0.189350	0.106302	0.395310	1.461646	0.199316	-0.142843	0.156131	0.023253	0.395310	-0.687639	0.295652	-0.564728	-0.053151	1.156026	-0.122911	-0.156131	0.943427	0.578015	-0.318905	-0.116268	0.518221	-0.624522	-0.265754	-0.405276	0.229213	-0.295652	-0.132877	-0.298974	-0.066439	-1.368630	0.089692	0.328871	0.269076	-0.182705	1.249042	0.192671	0.312261	-0.644454	-1.192575	0.146165	0.524864	0.269076	0.491645	-0.036541	0.026575	0.179384	-0.445138	-0.282363	-0.976647	-0.305618	0.239179	0.554762	-0.561406
Probe 39	-0.617879	-1.989835	-0.936784	-3.012987	-0.657741	-1.687537	-4.438095	-0.142843	0.408597	0.169418	-1.179288	-0.109624	-0.116268	-1.026476	-0.053151	-0.029897	-0.009966	0.498289	-1.255685	0.627845	-0.481679	-0.136199	-0.083048	-0.391987	1.079626	-0.239179	0.734146	-1.936679	-0.089692	0.106302	0.195994	-2.557884	-0.398631	-0.358768	0.285686	-1.212504	-2.650899	1.159348	0.259110	-0.275720	-0.870346	-2.119389	0.491645	0.551440	0.298974	-0.132877	-2.793739	1.242399	-0.265754	0.767365	0.494968	-0.282363	0.671030	0.046507	-1.498195	0.494968	-1.717442	0.501611	-1.066339	-0.764043	-0.455104	0.239179
Probe 40	-0.059795	-1.082949	0.624522	-0.006644	0.252467	-0.617879	0.395310	0.475036	1.195896	0.857057	-0.352125	0.418563	1.009866	0.282363	0.611235	0.102980	0.335514	-0.212603	-0.587981	-0.232535	-0.704249	1.169324	0.235857	0.199316	0.976647	-0.162775	-0.488323	-0.485002	0.305618	0.687639	-0.827160	-0.514898	0.597947	0.382022	-0.016610	-0.069760	-0.920174	0.215925	0.159452	0.554762	-0.016610	-0.451782	-0.694283	0.674352	-0.461748	-0.332193	-0.372056	0.747433	0.176062	0.631166	0.159452	0.099658	-0.189350	-0.568049	-0.079726	-0.282363	-1.239077	-0.249145	-1.086270	1.252363	-0.498289	0.076404
Probe 41	-2.630970	-3.617583	-0.830482	-3.720564	0.478357	-0.797263	-0.119590	-0.960038	0.312261	0.548119	-2.185832	0.548119	0.285686	-0.797263	1.063017	-1.285590	1.790517	0.910208	0.059795	0.684317	-0.843770	-0.528187	0.292329	0.558083	-0.132877	-0.368734	0.328871	-3.205661	-1.109524	0.069760	0.033219	-3.723886	-1.209183	0.305618	-0.073082	0.707571	-2.637613	-0.342159	-1.162680	-0.056473	0.076404	-0.631166	-0.757399	0.162775	0.322227	0.551440	-3.727207	-0.069760	0.205960	0.740790	0.395310	0.405276	0.049829	0.232535	0.279042	0.249145	-3.677372	0.162775	-0.461748	0.063117	0.348802	0.953393
Probe 42	-0.714215	-0.521543	0.853735	-0.524864	-0.584660	-2.222369	0.342159	-0.744112	-0.451782	0.089692	-1.770588	0.614556	0.285686	-0.494968	0.458426	0.471714	-0.913530	1.056373	-0.498289	0.023253	0.126233	0.514898	-0.192671	-1.464968	-0.109624	1.019832	0.587981	0.568049	0.578015	0.647775	-0.401953	-1.232434	-0.578015	0.388665	0.308939	-0.275720	-1.594521	-0.358768	-0.810550	0.664386	-1.122810	0.710892	-1.989835	1.282269	0.275720	-0.508255	-1.375274	0.335514	0.102980	0.099658	0.362090	0.597947	0.425206	0.458426	0.026575	0.627845	-2.145961	0.079726	-0.558083	-0.029897	0.046507	-0.308939
Probe 43	-2.381828	-3.245520	-0.571372	-3.149183	-0.189350	-2.491452	-3.149183	-0.803907	-0.109624	1.209183	-2.415044	0.521543	-0.983291	0.202637	1.056373	-0.996578	1.876890	0.680996	-3.009665	-0.544796	-2.126032	-0.202637	0.425206	0.335514	-0.408597	0.318905	1.282269	-2.933268	0.465070	1.262328	-3.395014	-3.295355	-0.431851	1.059695	-0.408597	1.182610	-2.677472	0.724180	-1.744015	-0.033219	0.003322	0.601269	-0.920174	0.428529	-0.587981	0.431851	-3.029594	-1.046407	-0.109624	-0.358768	1.428430	0.770688	-0.913530	-0.491645	-0.265754	-0.780653	-2.099459	0.431851	-1.142740	0.621200	-0.465070	-0.777331
Probe 44	-1.312163	-0.265754	1.136097	-0.405276	0.239179	-0.913530	0.391987	-0.225891	0.026575	0.551440	-0.654420	0.694283	0.405276	0.475036	0.624522	-0.335514	0.192671	0.225891	-0.906886	0.259110	-0.478357	-0.289008	0.122911	-0.345480	0.146165	0.322227	0.382022	-0.717537	-0.093014	-0.166096	-0.707571	-0.780653	-0.441817	-0.205960	0.043185	-0.896921	-0.451782	0.880310	-0.096336	-0.458426	-0.119590	-0.548119	0.232535	1.169324	-0.129556	-0.026575	-1.448360	-1.391893	0.325549	0.481679	0.667707	0.388665	0.411919	-0.176062	-0.322227	0.664386	-1.332093	0.372056	0.362090	-0.063117	-0.315584	0.757399
Probe 45	-1.142740	-0.388665	0.790618	-0.016610	0.445138	-0.803907	0.348802	0.272399	-0.571372	0.757399	-0.435172	0.441817	0.528187	0.279042	0.574694	0.242501	0.156131	-0.252467	-0.800584	0.627845	-0.372056	0.189350	0.750756	0.053151	-0.229213	0.531509	1.195896	-0.315584	0.079726	-0.604591	0.079726	0.119590	0.109624	0.023253	-0.073082	0.239179	-0.232535	0.837126	-0.272399	0.717537	0.069760	-0.156131	-0.481679	0.574694	-0.272399	-0.009966	-0.478357	0.033219	0.016610	-0.378700	-0.528187	0.318905	1.092915	-0.172741	0.305618	-0.239179	-0.468392	-0.036541	-0.657741	0.534830	0.568049	-1.312163
Probe 46	-1.780553	-1.710788	-0.016610	-1.285590	-0.395310	-1.969906	-3.368431	-2.112745	0.285686	0.332193	-2.149283	0.069760	1.305520	-0.717537	-0.249145	1.621105	1.232434	0.694283	-2.498095	0.421885	-2.481476	0.342159	0.458426	-1.076304	-0.421885	1.916749	2.418365	-1.435073	0.720858	-0.445138	-1.411822	-3.424909	-2.322028	0.797263	0.767365	0.209282	-1.900141	1.810447	-0.973325	0.793941	-1.787196	-1.770588	0.169418	0.644454	-2.106102	0.568049	-2.973127	-0.282363	0.860380	-2.498095	-0.199316	0.116268	1.777231	-0.425206	-1.833709	0.000000	-1.707466	-1.109524	-0.920174	-2.042981	0.259110	-2.029694
Probe 47	0.089692	-0.199316	0.544796	0.740790	0.362090	-0.033219	-1.494862	-0.744112	0.186028	0.813873	-0.724180	0.365412	1.199218	0.033219	0.358768	0.568049	-0.441817	0.348802	0.840448	0.601269	-0.604591	-0.740790	-0.116268	0.242501	0.262433	0.568049	0.063117	-0.136199	0.986613	-0.039863	0.335514	-1.647678	-0.036541	-0.272399	0.146165	-0.661064	0.176062	0.627845	-0.538153	-0.475036	0.073082	0.295652	-1.076304	0.375378	0.215925	0.156131	-0.305618	-0.485002	0.016610	0.382022	0.013288	0.637811	0.066439	-0.029897	0.415240	-0.036541	0.391987	-0.494968	0.328871	0.262433	0.106302	-1.787196
Probe 48	-2.983092	-3.265450	-0.883633	-0.654420	-0.707571	-2.710688	-2.986414	-1.076304	-0.524864	0.827160	-0.465070	1.328771	0.654420	-0.122911	-1.584556	-2.255585	-1.292234	0.641132	-3.192375	-1.072983	-2.381828	-1.202540	0.558083	-0.970003	-0.458426	-0.385344	0.418563	-2.265550	0.079726	-2.687437	-1.700823	-2.152605	-0.611235	1.179288	-2.189153	2.242299	-2.119389	-1.079626	-2.561205	-2.282169	-0.298974	-0.126233	-2.199118	-0.508255	0.345480	0.139521	-1.348701	0.199316	1.667607	-1.033119	0.275720	-1.371952	1.474933	-1.637713	-0.202637	2.451581	-2.275526	0.328871	-2.268872	1.734050	1.318806	-0.850414
Probe 49	-2.222369	-1.514803	0.265754	-1.431752	-2.355244	-1.534732	-1.212504	-1.059695	0.455104	0.139521	-1.830388	-0.129556	0.970003	-0.415240	1.650999	-0.308939	0.654420	1.265650	-1.385249	0.009966	-1.903463	-0.355446	-0.936784	-1.043085	0.707571	0.574694	1.677572	-0.438495	2.122710	0.760722	-1.418465	-3.272104	-1.664286	1.318806	0.385344	-1.006544	-0.880310	1.604486	-1.524768	0.156131	-0.451782	0.375378	-0.720858	1.953298	0.538153	0.172741	-1.624427	-0.654420	0.847091	-1.488219	0.445138	-0.029897	0.956715	0.564728	-0.953393	1.175967	-2.106102	1.288912	-2.222369	-0.026575	-0.318905	-1.036442
Probe 50	-0.717537	-0.641132	-0.039863	-0.827160	0.342159	-1.288912	-1.069661	0.046507	0.734146	1.056373	0.096336	0.478357	0.289008	-0.043185	0.375378	0.225891	2.434973	0.415240	-0.767365	0.046507	-0.312261	-0.963359	0.136199	-0.043185	-0.252467	0.352125	-0.006644	-0.936784	0.362090	0.508255	-0.943427	-1.358666	0.156131	-0.338837	-0.298974	0.900242	-0.853735	0.667707	0.368734	-0.345480	-0.657741	-0.089692	-1.053051	0.102980	0.026575	0.395310	-1.192575	-0.239179	-0.225891	0.458426	-1.408501	0.528187	0.152809	0.122911	-0.169418	0.209282	-1.159348	0.857057	-0.807229	0.514898	0.099658	0.348802
Probe 51	0.179384	-0.358768	0.156131	-0.089692	-0.558083	-0.079726	-0.079726	0.122911	-0.049829	0.667707	-0.112945	0.282363	0.126233	-0.169418	0.179384	0.933461	0.870346	-0.043185	-0.146165	0.684317	-0.375378	0.102980	0.026575	-0.046507	-0.451782	-0.335514	1.059695	-0.219247	-0.083048	-0.056473	1.046407	-0.219247	-0.136199	0.368734	-0.445138	0.953393	0.083048	0.475036	0.066439	0.285686	0.923496	-0.342159	-0.249145	0.195994	0.564728	0.332193	-0.235857	1.205861	0.219247	1.129453	0.591303	1.295555	0.006644	0.039863	1.089592	0.445138	0.687639	0.215925	-0.441817	0.275720	0.604591	1.116167
Probe 52	0.019932	-0.176062	0.408597	-0.026575	-0.594625	-0.461748	-0.391987	-0.053151	1.209183	0.727503	-0.641132	0.621200	0.235857	-0.647775	0.212603	0.983291	0.837126	0.146165	0.142843	0.820516	0.129556	0.401953	0.239179	-0.129556	1.438395	0.448461	0.152809	0.475036	-0.587981	-0.295652	0.242501	-0.418563	-0.737468	0.292329	0.348802	0.205960	0.086370	0.362090	-0.395310	1.335414	0.627845	-0.079726	-0.382022	0.362090	0.235857	-0.186028	-0.083048	0.558083	0.491645	0.744112	0.528187	0.684317	0.382022	-0.259110	0.508255	-0.006644	0.465070	-0.421885	-0.391987	0.342159	0.674352	0.345480
Probe 53	-1.770588	-1.680894	-0.099658	-1.325450	-0.189350	-2.235656	-2.385149	-0.112945	0.777331	0.587981	-0.863701	-0.488323	-0.282363	-0.634488	0.820516	-0.338837	0.973325	0.245822	-2.365209	-0.102980	-0.890276	1.312163	0.461748	0.534830	-0.102980	0.554762	1.172645	-2.338636	-0.335514	0.275720	-2.149283	-1.302198	-0.461748	-0.362090	0.195994	-0.059795	-2.285491	-0.029897	-0.548119	0.548119	0.166096	-0.358768	-0.800584	0.817195	1.066339	0.431851	-2.574492	0.255788	-0.661064	0.621200	1.076304	-0.172741	0.511577	-1.345379	0.574694	0.431851	-2.252264	0.750756	-2.421687	-0.083048	-0.152809	0.578015
Probe 54	-1.993157	-0.315584	0.674352	-2.963163	-0.328871	-3.225591	-2.843574	-0.740790	0.674352	1.355344	-0.093014	0.880310	0.378700	-0.186028	1.448360	-0.262433	1.262328	0.023253	-1.215826	0.195994	-0.514898	-0.677673	0.581338	-1.458325	0.521543	0.727503	0.255788	-1.086270	1.232434	0.936784	-0.289008	-3.737172	-0.395310	0.405276	0.342159	-0.754078	-1.797161	0.617879	-0.647775	-0.714215	-0.089692	-0.239179	-1.650999	0.694283	0.910208	-0.385344	-2.461546	-0.621200	-0.116268	-0.734146	1.773909	1.146061	0.249145	0.578015	-1.986514	-0.607913	-2.949876	-0.793941	-1.292234	-0.455104	-0.405276	-0.661064
Probe 55	-0.192671	-1.119489	0.415240	-0.999900	-0.239179	-0.996578	-0.940106	-0.255788	0.232535	0.966681	-1.352022	-0.026575	0.727503	-0.139521	1.172645	0.561406	0.960038	0.710892	-0.680996	0.890276	0.033219	0.896921	0.863701	-0.119590	1.092915	1.219148	0.667707	-0.930140	-0.574694	-0.292329	-0.717537	-1.092915	-1.381917	0.783975	-0.431851	0.358768	-0.671030	0.840448	-0.408597	0.308939	0.126233	-0.325549	0.641132	1.185932	0.421885	-0.694283	-0.680996	0.727503	-0.219247	0.674352	0.172741	0.717537	-0.036541	0.475036	-0.541474	-1.029798	-0.903565	-0.019932	0.019932	0.720858	0.697605	-0.023253
Probe 56	-1.245720	-0.664386	0.890276	-0.388665	-0.365412	-1.285590	0.445138	-0.926818	0.581338	0.724180	-0.754078	1.252363	0.671030	-0.043185	0.930140	-0.292329	-0.411919	0.657741	-0.252467	0.332193	-0.793941	0.242501	0.378700	0.006644	0.162775	0.195994	-0.232535	-0.551440	-0.182705	-0.219247	-0.850414	-0.485002	-0.342159	-0.225891	0.906886	0.079726	-0.279042	0.528187	-0.116268	-0.182705	0.006644	0.126233	0.069760	0.896921	-0.302295	0.312261	-0.950072	-1.043085	0.624522	-0.717537	0.172741	0.421885	-0.026575	-0.195994	-0.036541	-0.053151	-0.046507	-0.039863	-0.332193	-0.013288	-0.448461	0.481679
Probe 57	-1.225791	-0.504934	1.172645	0.920174	0.295652	-1.023153	1.053051	-0.435172	0.401953	0.282363	0.202637	0.252467	-0.724180	0.209282	1.763945	-0.119590	-0.521543	0.624522	-0.352125	-0.475036	-0.338837	-0.129556	0.747433	0.232535	0.239179	0.578015	0.086370	-0.727503	-0.817195	-0.644454	-0.833804	-1.521446	-0.820516	1.053051	-0.019932	0.245822	-0.494968	0.501611	0.162775	-1.415144	-0.491645	-0.388665	0.345480	1.870247	-0.109624	-0.538153	-0.292329	-1.617783	0.259110	-0.401953	0.262433	1.425109	0.162775	0.465070	0.740790	-1.053051	-1.973227	-0.139521	-0.893599	0.368734	0.604591	0.378700
Probe 58	-0.328871	-1.099558	-1.328771	0.554762	-0.388665	-0.697605	-1.591199	-0.843770	-0.727503	-0.760722	-0.069760	-0.428529	0.671030	-0.455104	0.318905	0.963359	-0.740790	1.391893	0.521543	1.265650	-1.255685	-0.568049	0.126233	-0.063117	0.352125	1.983192	1.046407	-1.361987	1.760623	0.498289	-0.647775	-1.305520	-0.066439	0.102980	-0.179384	-0.391987	-0.195994	1.448360	-1.504838	-1.099558	-0.215925	0.322227	-1.322128	0.521543	0.940106	0.049829	-0.740790	1.345379	-0.720858	-0.252467	-0.302295	0.737468	0.707571	0.076404	0.425206	0.368734	-1.039764	-0.823838	0.249145	-0.093014	2.434973	-2.142640
Probe 59	-1.883533	1.249042	0.215925	-0.335514	-0.405276	-2.062921	-1.647678	-1.069661	1.252363	0.900242	-1.142740	0.508255	0.225891	-0.089692	0.597947	-0.195994	0.192671	-0.810550	-1.259007	1.567948	-1.464968	-2.245620	0.704249	0.528187	0.950072	0.481679	-0.255788	1.072983	0.903565	1.425109	-1.212504	-2.096137	0.212603	-0.302295	-0.391987	-1.288912	-0.760722	0.943427	1.541376	-0.541474	0.478357	0.368734	-2.042981	0.697605	-0.195994	-0.704249	-0.428529	-1.441717	-0.156131	-0.289008	0.245822	1.358666	0.382022	0.269076	0.780653	1.375274	-1.398536	-0.979968	-0.192671	0.558083	0.285686	-1.239077
Probe 60	0.435172	0.587981	-0.352125	0.282363	-0.524864	-0.455104	-1.411822	0.372056	-0.066439	0.146165	-0.209282	-0.411919	0.714215	-0.425206	-0.382022	0.172741	0.478357	-0.657741	-1.534732	0.348802	0.501611	0.352125	0.275720	-0.292329	-0.156131	-0.093014	1.006544	0.146165	-0.053151	1.468289	-0.388665	-0.136199	-0.209282	0.295652	0.176062	0.996578	-0.445138	-0.494968	0.282363	0.162775	0.146165	0.461748	-0.312261	0.591303	-0.561406	0.093014	-0.508255	0.096336	-0.531509	0.534830	1.036442	0.644454	0.873667	-1.033119	0.006644	0.089692	0.006644	-0.099658	-0.823838	0.528187	0.481679	-0.458426
Probe 61	-0.289008	-0.534830	0.009966	-0.584660	-0.186028	-0.740790	-1.451681	-0.694283	0.810550	0.986613	-0.136199	0.408597	0.734146	-0.348802	-0.013288	0.611235	0.597947	-0.059795	-1.481576	0.697605	-0.926818	-0.833804	0.730824	0.139521	0.352125	-0.578015	0.036541	-0.345480	0.478357	0.298974	-0.222569	-0.601269	1.378595	0.023253	-0.441817	0.604591	0.036541	1.401857	0.860380	-0.292329	0.946749	0.813873	-1.126132	1.581235	-0.465070	-0.305618	-0.415240	-0.209282	-0.332193	0.581338	-0.219247	1.624427	0.461748	0.146165	0.843770	0.372056	0.039863	0.146165	-0.883633	0.272399	0.461748	-0.411919
Probe 62	-1.744015	-0.295652	0.292329	-1.149383	-0.315584	-0.013288	-0.913530	-0.039863	-0.976647	0.063117	-1.551340	-0.083048	1.797161	-0.285686	0.661064	-0.116268	0.641132	2.039659	-1.604486	0.249145	-1.601164	0.265754	-0.036541	-0.252467	-0.501611	1.149383	2.415044	-1.182610	1.295555	-1.225791	-0.006644	-1.581235	-0.621200	-0.827160	0.073082	-0.292329	0.199316	1.278947	0.126233	0.302295	-1.597843	-1.548019	-0.355446	1.029798	-0.428529	-0.149487	-0.302295	-1.797161	1.056373	-1.239077	-0.744112	0.913530	0.096336	-1.830388	-1.405179	0.069760	-1.587878	0.016610	-0.966681	-0.750756	-0.740790	0.372056
Probe 63	0.139521	0.292329	-0.122911	-0.674352	0.119590	-0.382022	-0.757399	-0.096336	0.561406	0.245822	-0.302295	-0.063117	0.315584	-0.232535	0.166096	-0.169418	-0.455104	0.225891	-0.651098	0.152809	-0.269076	-0.275720	-0.162775	-0.355446	0.558083	0.298974	0.156131	-0.345480	0.574694	-0.186028	-0.770688	-0.641132	0.488323	0.076404	-0.026575	-0.162775	-1.033119	0.906886	0.166096	-0.375378	-0.282363	0.265754	-0.707571	0.355446	0.368734	-0.435172	-0.106302	-1.744015	0.156131	0.611235	0.478357	0.192671	0.491645	0.003322	-0.561406	2.361887	-0.438495	-0.059795	-0.428529	0.146165	0.083048	-0.677673
Probe 64	0.265754	0.102980	0.704249	0.093014	-1.099558	-0.019932	0.166096	0.382022	0.481679	1.092915	-0.269076	0.009966	0.561406	-0.820516	-0.597947	1.126132	1.156026	0.607913	1.039764	0.700927	0.102980	0.458426	0.289008	0.162775	-0.654420	-0.641132	1.508160	3.355144	0.096336	0.122911	1.717442	0.242501	-0.305618	0.112945	0.049829	1.514803	0.584660	1.096236	0.126233	0.252467	1.059695	0.106302	0.119590	0.960038	-0.049829	-0.152809	0.298974	1.425109	0.259110	1.641034	0.322227	1.747337	0.083048	-0.106302	1.425109	0.109624	1.604486	0.202637	0.056473	0.421885	1.614462	1.567948
Probe 65	-1.378595	-0.591303	0.023253	-1.328771	0.186028	-0.697605	-0.232535	-1.102881	-0.498289	1.056373	-0.558083	0.332193	0.315584	-0.176062	1.611140	-0.441817	0.890276	1.016510	-1.398536	0.777331	-1.003223	-1.102881	1.056373	0.122911	-1.315485	0.215925	0.398631	-0.664386	1.199218	1.162680	-0.425206	-1.813769	0.508255	0.767365	-0.568049	0.584660	-0.644454	0.910208	-0.332193	-0.262433	-0.521543	-0.803907	-0.883633	0.189350	1.215826	0.282363	-1.162680	-1.212504	-0.295652	-0.255788	1.086270	0.328871	-0.036541	0.166096	-0.425206	0.541474	-1.092915	-0.764043	-0.269076	-0.179384	0.292329	-0.514898
Probe 66	-1.787196	-1.302198	-0.750756	-1.886855	1.179288	-0.787297	-1.524768	-2.700723	-1.707466	1.601164	-2.155926	1.408501	1.036442	-0.863701	0.607913	-1.278947	0.322227	-0.850414	-2.242299	0.355446	-2.238977	-2.388471	0.265754	-0.783975	-1.837031	0.016610	-0.926818	-0.810550	0.584660	3.242199	-2.275526	-2.983092	-0.023253	1.780553	-1.285590	0.003322	-1.312163	0.172741	-2.069565	-1.557984	2.072886	-0.823838	-1.943333	0.754078	-1.418465	0.680996	-0.920174	-1.780553	-1.066339	0.332193	1.371952	1.179288	-0.418563	-1.209183	-1.013189	-1.704145	-1.342058	-0.817195	-2.468189	1.136097	-0.594625	-3.069465
Probe 67	-0.265754	-0.195994	0.362090	0.405276	-1.006544	0.179384	0.152809	0.195994	0.192671	1.009866	-0.016610	-0.083048	0.358768	-0.049829	0.106302	0.926818	0.993257	0.093014	-0.999900	0.315584	-0.132877	0.940106	0.465070	0.239179	0.129556	-5.354944	1.259007	1.282269	0.119590	-0.009966	1.817090	0.840448	-0.521543	-0.016610	0.003322	1.464968	0.591303	0.508255	-0.106302	0.378700	0.999900	-0.179384	0.328871	0.338837	-0.116268	0.239179	0.132877	1.441717	0.166096	1.760623	0.242501	1.976549	0.079726	0.166096	1.544697	-0.056473	1.843674	-0.093014	0.136199	-0.089692	1.272293	1.637713
Probe 68	-0.674352	-0.511577	0.282363	-1.126132	0.843770	-0.435172	0.989934	-0.093014	-0.690961	0.046507	-0.272399	-0.568049	-0.136199	-0.471714	0.767365	-0.176062	-0.013288	-0.667707	-1.162680	0.604591	-0.541474	-0.700927	0.873667	-0.182705	-0.920174	-0.006644	0.591303	-0.843770	1.949976	0.401953	-1.192575	-1.185932	0.863701	0.966681	0.235857	0.222569	-0.352125	0.717537	-0.388665	0.192671	-0.415240	-0.066439	-0.607913	0.312261	0.714215	-0.777331	-0.478357	-0.730824	-0.076404	-0.006644	1.571270	0.714215	-0.066439	0.475036	0.568049	-0.999900	-1.272293	-0.122911	-0.966681	-0.867023	-0.262433	1.348701
Probe 69	-1.179288	-1.627748	-1.049730	-1.564627	0.285686	-1.059695	-1.767266	-0.780653	-0.760722	1.342058	-1.249042	0.651098	0.129556	-0.933461	1.016510	-0.342159	-0.847091	-0.511577	-1.531411	0.764043	-0.136199	-0.295652	0.617879	0.046507	-0.318905	-0.953393	1.607819	-1.408501	-1.667607	-0.870346	-1.720764	-1.468289	-0.943427	0.813873	-0.661064	0.880310	-1.053051	0.803907	-0.485002	0.378700	-1.139418	-0.003322	-0.817195	-1.182610	0.129556	1.295555	-1.255685	1.172645	0.956715	0.328871	0.475036	0.332193	0.734146	0.627845	0.730824	0.049829	-1.591199	-0.551440	-0.182705	1.182610	0.757399	-0.707571
Probe 70	-2.109424	-2.943233	-0.225891	-2.341958	0.488323	-4.816790	-2.481476	-1.322128	-1.508160	1.468289	-2.803704	-1.863604	-0.903565	0.694283	1.298877	-0.269076	-0.956715	2.092816	-6.643856	-1.192575	-3.733850	-1.538054	-0.129556	-1.076304	0.621200	0.943427	0.661064	-2.351922	2.009765	-1.461646	-2.910006	-6.298377	1.508160	1.940011	-1.451681	-0.511577	-2.803704	1.338736	-3.461446	-2.644256	0.637811	-0.086370	-1.494862	2.630970	0.807229	0.255788	-3.723886	-2.594421	0.315584	-2.345279	-0.013288	-0.946749	0.481679	-0.089692	0.415240	-0.853735	-3.926514	-1.016510	-3.039559	-0.783975	-0.880310	0.126233
Probe 71	-1.381917	-1.361987	-0.674352	-0.996578	-0.059795	-1.046407	-1.185932	-0.435172	0.335514	0.986613	-0.674352	0.129556	-0.368734	-0.372056	0.843770	-0.059795	2.112745	0.192671	-0.531509	0.265754	-0.979968	-0.485002	0.458426	0.803907	0.976647	-0.249145	-0.232535	-1.185932	-0.272399	0.355446	-1.335414	-0.737468	-0.867023	0.524864	-0.229213	0.966681	-0.654420	0.780653	0.192671	-0.342159	-0.348802	-0.710892	-0.069760	-0.003322	-0.102980	1.082949	-1.371952	0.315584	-0.169418	-0.362090	-0.289008	0.601269	0.391987	0.428529	0.099658	0.232535	-0.973325	0.292329	-1.278947	0.574694	0.863701	0.398631
Probe 72	-0.710892	-0.428529	0.076404	-0.850414	0.375378	-1.179288	-0.611235	-0.006644	0.425206	0.398631	-0.342159	0.298974	0.451782	0.046507	0.684317	-0.202637	-0.192671	0.415240	-0.823838	0.209282	0.259110	0.089692	0.491645	-0.289008	1.192575	0.182705	0.494968	-1.172645	0.265754	-0.126233	-0.989934	-0.192671	-0.046507	-0.029897	-0.707571	0.298974	-0.940106	0.242501	-0.056473	-0.066439	0.312261	0.122911	0.431851	0.843770	0.528187	-0.019932	-1.169324	-0.209282	0.009966	0.073082	0.511577	0.395310	0.514898	1.116167	0.478357	0.195994	-1.106202	0.006644	0.093014	-0.355446	0.102980	0.312261
Probe 73	-1.156026	-0.445138	0.242501	-1.325450	-0.215925	-0.255788	0.112945	-1.295555	-0.554762	1.116167	-1.136097	0.667707	0.252467	-0.494968	0.395310	-0.232535	0.607913	0.348802	-0.770688	0.302295	-0.362090	-0.641132	0.823838	-0.282363	-0.043185	0.930140	-0.122911	-0.544796	0.813873	0.159452	-0.880310	-1.441717	0.093014	0.305618	-0.485002	0.249145	-0.986613	-0.358768	-0.611235	-0.059795	-1.072983	-0.594625	0.029897	0.833804	-0.481679	1.322128	-1.092915	-0.358768	0.259110	-0.252467	0.126233	0.491645	-0.664386	0.232535	-0.046507	0.093014	-0.544796	0.245822	-1.202540	0.425206	-0.295652	0.541474
Probe 74	0.212603	-0.372056	-0.033219	-0.292329	0.328871	0.013288	0.245822	-0.056473	0.441817	0.149487	0.016610	-0.162775	0.249145	0.229213	0.285686	0.717537	0.717537	-0.056473	0.199316	-0.039863	0.049829	0.730824	0.308939	0.252467	0.395310	-0.009966	0.375378	0.375378	-0.305618	-0.308939	0.149487	-0.059795	-0.132877	0.262433	-0.013288	1.548019	-0.132877	0.375378	-0.016610	-0.282363	0.538153	-0.122911	-0.295652	0.212603	0.102980	-0.332193	0.019932	1.342058	-0.016610	1.099558	0.152809	1.066339	0.259110	-0.049829	0.315584	0.817195	0.202637	0.069760	-0.265754	0.328871	0.760722	0.551440
Probe 75	0.289008	0.680996	-1.727407	1.215826	-0.843770	0.910208	-1.983192	0.697605	0.850414	-1.278947	0.501611	-1.777231	-0.853735	0.046507	-1.139418	-1.152705	-0.614556	-0.431851	0.169418	-0.923496	1.072983	0.235857	-1.172645	-0.511577	-0.033219	-0.398631	-0.395310	0.465070	-1.577913	0.338837	-0.232535	1.594521	-0.169418	0.435172	0.475036	-0.146165	0.275720	-1.567948	0.229213	-0.408597	0.262433	0.009966	0.667707	-1.697502	0.750756	-1.142740	1.003223	-0.395310	-0.601269	-0.578015	-0.498289	-3.594321	-0.624522	-0.548119	-0.896921	-0.631166	1.136097	0.521543	0.136199	-1.710788	-0.833804	0.468392
