Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62
Probe 1329	-1.252363	-0.146165	0.053151	0.754078	0.345480	0.016610	-0.501611	-1.069661	0.172741	0.318905	-1.219148	-0.720858	-0.401953	0.239179	-0.169418	-0.122911	0.016610	0.112945	-0.441817	-1.063017	-0.279042	-0.169418	0.146165	-0.764043	0.252467	0.146165	0.677673	-0.056473	-0.617879	-0.744112	0.059795	-1.102881	-0.451782	-0.308939	0.119590	0.697605	-0.289008	0.521543	-1.166002	-0.255788	0.355446	-0.840448	-0.478357	0.591303	-0.013288	0.391987	-0.425206	-0.166096	0.601269	-0.342159	-0.172741	0.325549	0.451782	-0.478357	-0.016610	-0.657741	-0.787297	-0.332193	0.538153	0.215925	-0.395310	-0.036541
Probe 1330	0.292329	-0.415240	-0.504934	0.229213	0.524864	-6.643856	0.531509	0.083048	0.192671	1.571270	0.265754	0.019932	-0.524864	0.837126	-0.780653	0.538153	0.554762	-0.013288	0.783975	-0.003322	-0.770688	-0.083048	0.089692	0.448461	1.239077	0.382022	-0.578015	-0.471714	-0.112945	0.634488	0.096336	-0.810550	-0.099658	-0.538153	0.900242	0.172741	0.086370	-0.953393	0.139521	-0.132877	0.262433	0.199316	0.262433	1.249042	-0.086370	0.079726	-0.621200	-1.202540	-0.747433	0.255788	0.916852	-1.023153	0.039863	-1.056373	-0.734146	0.810550	-1.272293	0.817195	-0.212603	0.342159	0.764043	0.514898
Probe 1331	-0.787297	-0.418563	0.441817	0.687639	0.428529	-1.029798	-0.408597	-0.471714	0.554762	-0.255788	-0.587981	-0.744112	-0.106302	-0.710892	-0.043185	0.172741	0.541474	-0.418563	-0.186028	0.491645	-0.285686	0.229213	1.136097	-0.465070	0.395310	-0.853735	-0.029897	0.401953	-0.249145	-0.368734	0.212603	0.126233	0.298974	-0.239179	-0.558083	-0.129556	0.807229	-0.714215	-0.604591	-0.182705	0.169418	0.504934	-0.122911	0.112945	-0.289008	-0.049829	-0.498289	-1.179288	0.401953	0.245822	-0.737468	-0.073082	0.544796	0.009966	-0.245822	0.016610	-0.209282	1.391893	-0.315584	0.767365	0.332193	-0.282363
Probe 1332	0.149487	-1.059695	-0.298974	-0.813873	-0.664386	0.000000	-0.521543	-2.248942	-0.146165	1.358666	-0.421885	-0.225891	-0.242501	-0.129556	-0.391987	-0.920174	0.767365	-0.488323	0.159452	-0.827160	-0.342159	1.036442	-0.408597	-0.385344	0.388665	-0.285686	-0.162775	-0.760722	-1.225791	-0.441817	-0.112945	0.013288	2.830288	1.584556	-0.597947	-0.574694	-1.760623	-0.548119	-0.783975	-0.624522	-0.142843	-0.574694	1.544697	-2.036338	-0.455104	0.488323	-0.152809	1.268971	-0.514898	-0.289008	1.189253	-0.571372	0.488323	-0.867023	-0.574694	-1.225791	-0.431851	-0.873667	-0.089692	-0.039863	1.614462	-1.082949
Probe 1333	0.139521	-0.591303	-0.272399	0.355446	0.262433	-0.607913	-0.275720	-1.003223	0.073082	0.680996	-0.857057	-0.169418	-0.578015	0.574694	-0.298974	-0.534830	0.192671	-0.455104	-0.166096	-0.212603	-0.421885	-0.182705	-0.431851	-0.229213	-1.043085	0.102980	1.169324	-0.920174	-0.026575	-0.252467	0.039863	-0.637811	0.066439	-0.116268	0.172741	0.262433	-0.478357	-0.657741	0.521543	-0.524864	0.149487	-0.146165	1.099558	0.498289	0.279042	0.840448	0.451782	0.302295	-1.624427	-0.272399	0.870346	0.624522	0.438495	-0.807229	-0.687639	0.817195	0.079726	-1.361987	0.312261	0.328871	-0.019932	0.106302
Probe 1334	-0.970003	-0.272399	-0.654420	0.830482	-0.033219	-6.643856	-0.521543	-0.225891	-0.880310	-0.119590	-0.787297	-1.182610	-2.006443	-0.750756	0.059795	0.235857	0.607913	-1.451681	-0.451782	0.089692	-1.518124	0.013288	0.581338	0.006644	-0.049829	-0.960038	-0.205960	0.700927	0.245822	-2.006443	0.478357	1.644356	0.345480	0.272399	-1.790517	-0.455104	-0.106302	-1.013189	-1.275626	-0.478357	1.385249	0.378700	1.817090	0.222569	-2.019730	-0.182705	-1.408501	-2.033016	1.096236	1.644356	-0.378700	0.740790	0.338837	0.720858	-1.388571	0.056473	-0.146165	0.142843	-0.704249	-0.717537	1.222469	-1.298877
Probe 1335	-1.079626	-0.285686	0.142843	1.119489	-0.063117	-6.643856	0.262433	-1.650999	-0.724180	-0.282363	-0.946749	-1.026476	-0.607913	-0.129556	-0.315584	0.657741	0.305618	-0.843770	0.149487	-0.428529	-1.149383	0.448461	0.212603	-0.328871	0.521543	-0.269076	0.205960	-0.345480	-0.504934	-1.053051	0.139521	0.279042	0.637811	-0.584660	-0.611235	0.435172	-0.255788	0.641132	-0.498289	-0.119590	1.325450	-0.780653	0.365412	-0.647775	-0.886955	-0.172741	-1.016510	-1.408501	1.488219	0.936784	1.039764	-0.362090	-0.455104	-0.146165	-0.524864	0.724180	-0.551440	-0.591303	-0.023253	0.302295	0.511577	-0.783975
Probe 1336	-1.009866	-0.551440	0.126233	0.192671	-0.817195	-3.099359	-0.395310	-1.195896	0.793941	-0.574694	0.122911	-1.126132	0.365412	-1.219148	-0.169418	-0.860380	-0.498289	0.338837	-0.674352	-0.946749	0.169418	0.401953	0.119590	-0.033219	-1.348701	-0.425206	0.069760	-0.777331	-0.840448	-0.428529	0.189350	-0.195994	-0.029897	0.780653	-0.617879	0.823838	1.175967	0.587981	-0.963359	0.886955	0.242501	-0.365412	-0.235857	-1.092915	-0.996578	0.654420	-0.880310	1.541376	1.624427	0.239179	0.418563	-0.166096	0.760722	0.372056	1.322128	-1.631070	-0.368734	-0.920174	-0.285686	-0.305618	-0.096336	0.617879
Probe 1337	-0.232535	-0.767365	-0.591303	-0.129556	0.009966	0.435172	-0.720858	-0.162775	0.039863	0.325549	-0.295652	-0.421885	-0.176062	-1.009866	-0.411919	-0.956715	0.249145	-0.295652	0.039863	0.382022	-0.378700	0.232535	-0.783975	0.215925	-0.475036	-0.511577	1.063017	1.053051	-0.421885	-0.159452	0.325549	0.611235	0.445138	0.641132	-0.617879	-0.700927	0.578015	0.614556	-0.076404	-0.016610	-0.219247	-0.139521	0.657741	0.109624	-0.667707	-0.162775	-0.009966	-0.578015	-0.494968	0.325549	-0.408597	-0.325549	-0.262433	0.910208	-0.136199	0.039863	0.504934	-0.568049	-0.820516	0.049829	-0.023253	-0.013288
Probe 1338	-0.192671	0.352125	1.272293	-0.461748	-0.215925	1.096236	-0.734146	-0.199316	0.079726	-0.202637	-0.571372	-0.172741	0.282363	-1.893498	-0.003322	1.079626	0.837126	-0.338837	-0.883633	0.119590	0.162775	-1.185932	-1.086270	-0.754078	-0.524864	-0.342159	-0.697605	-0.122911	0.325549	0.634488	0.528187	-0.139521	-1.322128	0.009966	-0.867023	-1.229112	-0.109624	0.793941	-0.793941	-0.239179	-0.564728	-0.621200	0.514898	0.142843	-0.009966	0.415240	-0.308939	-1.268971	-0.983291	-0.724180	-0.770688	0.066439	-0.043185	1.229112	-0.485002	0.690961	-0.478357	1.332093	0.219247	-0.421885	-0.651098	0.229213
Probe 1339	-0.910208	-0.621200	1.132775	-0.036541	1.431752	0.269076	0.727503	-1.305520	-0.411919	-0.182705	-0.654420	-0.441817	-0.368734	-0.275720	-0.019932	0.661064	-0.096336	-0.777331	0.219247	-0.332193	-0.558083	0.318905	-0.684317	0.365412	0.368734	-0.365412	-0.438495	0.186028	-0.033219	-0.448461	-0.056473	0.415240	0.166096	-0.697605	-0.302295	-0.265754	0.132877	0.079726	-0.119590	-0.093014	0.391987	-0.800584	0.026575	-0.737468	-0.455104	-0.205960	0.026575	-0.192671	0.564728	0.481679	-0.119590	0.827160	-0.970003	-0.006644	0.279042	0.857057	-0.069760	-0.524864	0.169418	-0.401953	0.279042	-0.033219
Probe 1340	-0.558083	0.481679	-0.963359	-0.149487	-0.142843	0.737468	0.063117	2.415044	0.913530	-0.106302	0.096336	0.548119	-1.142740	0.156131	-0.149487	-0.345480	-0.428529	1.388571	0.126233	0.166096	-0.345480	-1.464968	-0.053151	0.405276	-0.275720	-0.026575	-0.046507	-1.162680	-0.073082	-0.627845	0.581338	0.176062	-0.382022	0.249145	0.767365	0.109624	-1.003223	0.122911	0.747433	1.189253	0.009966	0.700927	-1.730729	0.694283	-0.322227	-1.375274	-0.518221	-0.564728	0.056473	-1.229112	-0.481679	-0.611235	-0.667707	-0.697605	-0.800584	-0.322227	1.338736	-0.136199	0.837126	-0.182705	-1.411822	0.295652
Probe 1341	0.750756	-0.385344	-1.072983	0.584660	-0.976647	-6.643856	-1.494862	-4.869947	1.209183	-1.837031	-0.973325	-0.176062	-0.322227	2.026373	-1.066339	-1.846996	0.019932	-0.651098	-0.192671	-2.036338	-0.900242	0.305618	-1.192575	-1.528089	-1.361987	-0.089692	2.145961	-1.624427	-1.335414	-0.358768	-0.521543	-1.019832	-0.352125	-1.079626	-1.239077	-1.162680	-0.352125	-0.820516	0.215925	-0.079726	-0.747433	-0.501611	-1.059695	-1.740693	-1.292234	0.664386	-0.249145	0.106302	0.571372	-0.790618	-1.199218	-0.435172	-1.318806	0.265754	0.169418	-0.571372	0.099658	-1.415144	0.571372	0.395310	-0.189350	-0.999900
Probe 1342	-2.252264	-2.232334	-1.863604	-1.415144	-1.810447	-6.643856	-0.993257	-2.358566	-1.564627	-1.813769	-0.657741	-1.800482	-4.979571	-1.514803	-3.006343	-1.451681	-1.621105	-0.950072	4.062722	-1.302198	-2.278847	2.415044	-0.362090	-0.820516	-1.501516	-1.335414	-1.378595	-1.820412	-1.385249	-1.734050	-1.498195	-0.910208	3.295355	-4.165702	-2.873468	-0.916852	-2.577813	-1.242399	-3.760423	-2.860182	-0.478357	0.837126	1.823733	-2.189153	-1.747337	-1.464968	-2.511381	4.315185	-2.265550	-0.129556	-1.322128	-2.192475	-4.022851	-1.840352	-1.953298	-3.009665	-0.950072	-1.325450	-3.800282	-3.667407	-0.933461	-1.953298
Probe 1343	3.713921	-0.491645	-1.411822	-1.637713	-1.484897	-6.643856	-1.192575	-1.405179	-0.581338	-1.810447	-0.754078	-0.873667	-1.116167	-1.734050	-1.760623	-1.551340	-1.006544	-1.053051	-1.039764	-1.288912	-1.445038	-0.893599	-0.873667	-0.920174	-0.933461	-1.438395	-1.541376	-1.614462	-1.687537	-1.285590	-0.813873	-0.524864	-1.026476	-1.780553	-1.617783	1.637713	-0.730824	-1.192575	-1.667607	-1.468289	-1.910106	-0.405276	-2.308742	-2.129353	-0.823838	0.029897	-1.634391	-1.312163	0.511577	-0.518221	-1.408501	-1.391893	-2.003122	-0.195994	-1.212504	-1.039764	-0.867023	-1.391893	-1.205861	-1.843674	-0.870346	-1.694180
Probe 1344	-0.448461	-0.215925	-0.827160	-0.239179	0.059795	0.132877	0.013288	-1.777231	-0.205960	-0.837126	-0.687639	1.893498	-0.704249	0.594625	-0.651098	-0.212603	-0.850414	0.219247	-0.597947	0.591303	0.302295	-0.089692	-0.375378	0.146165	1.132775	-0.538153	-0.295652	-0.049829	0.408597	-0.767365	-0.272399	-0.538153	-0.461748	-0.498289	1.219148	0.578015	0.847091	-0.780653	0.388665	0.089692	0.564728	-0.242501	-0.754078	0.046507	0.275720	0.152809	-0.186028	0.242501	-0.016610	-0.186028	-0.687639	-0.102980	0.116268	-0.205960	-0.528187	0.564728	0.767365	-0.700927	0.046507	-0.607913	-0.029897	0.039863
Probe 1345	-0.797263	-0.378700	-0.053151	-0.126233	-0.355446	0.000000	1.657642	0.242501	-0.817195	-0.328871	0.797263	1.039764	-0.893599	0.896921	1.846996	-0.810550	-0.876989	0.059795	0.149487	-0.548119	-0.023253	0.166096	-0.053151	2.112745	0.279042	-0.182705	-0.724180	-0.777331	0.428529	-0.574694	-0.086370	-0.295652	-0.494968	-0.514898	1.059695	-0.093014	-0.162775	-0.116268	-1.704145	-0.179384	-0.259110	-0.973325	-0.637811	-0.671030	3.149183	-1.229112	2.870147	-0.684317	-1.023153	-0.654420	0.568049	-1.418465	-1.504838	-0.574694	-0.528187	0.292329	-0.637811	-0.488323	1.029798	-0.302295	-1.335414	-0.783975
Probe 1346	-0.661064	-0.322227	0.016610	0.056473	-0.195994	-0.345480	-0.933461	-1.637713	-0.219247	-0.498289	-0.684317	0.225891	0.325549	-0.754078	-0.468392	-0.355446	-0.169418	-0.604591	1.082949	-0.362090	-0.083048	0.720858	-0.578015	-0.644454	-1.175967	-0.122911	-0.006644	-0.259110	-0.481679	0.182705	-0.239179	-0.365412	0.571372	0.458426	-1.013189	-0.338837	0.302295	0.641132	-0.312261	-0.235857	0.744112	0.797263	0.604591	-1.066339	-0.996578	-0.295652	0.073082	0.308939	0.421885	0.345480	-0.597947	-0.142843	0.156131	-0.182705	0.059795	0.152809	-0.621200	0.212603	0.039863	-0.840448	1.009866	0.106302
Probe 1347	-1.016510	3.202340	-1.049730	-0.624522	-0.664386	6.643856	-0.448461	-1.534732	-0.574694	-1.229112	0.485002	0.262433	-0.578015	-1.355344	-2.069565	-0.680996	0.292329	0.116268	-1.561305	-0.302295	-0.986613	0.043185	-0.554762	-0.372056	-0.930140	-0.322227	-1.059695	0.956715	-0.192671	0.521543	0.116268	-0.348802	-1.425109	0.119590	-0.710892	-0.521543	-2.192475	-0.235857	-0.534830	-0.920174	-0.916852	-3.042881	-1.554662	2.152605	-0.740790	0.657741	-0.571372	-0.886955	0.073082	-0.740790	-1.156026	-1.092915	0.421885	0.099658	-1.129453	1.102881	0.099658	-0.538153	2.415044	-1.577913	-1.734050	1.099558
Probe 1348	-0.528187	-0.205960	-0.501611	0.594625	0.066439	-1.926714	0.026575	-0.807229	-0.096336	0.079726	-0.860380	-0.338837	0.132877	-0.325549	-0.102980	-0.139521	-0.285686	0.328871	1.046407	-0.069760	-0.139521	0.391987	1.631070	-0.272399	-0.282363	0.116268	-0.352125	0.003322	-0.102980	-0.139521	0.664386	1.388571	1.079626	-1.079626	-0.611235	-0.282363	-0.737468	0.943427	-0.338837	0.571372	1.511481	0.956715	1.627748	-0.617879	-0.289008	0.289008	-0.212603	-0.421885	1.837031	-0.411919	-0.362090	-0.494968	-1.059695	-0.744112	-0.481679	-0.122911	-0.461748	-0.445138	-0.245822	0.162775	0.162775	-0.245822
Probe 1349	0.076404	-0.066439	-0.531509	-0.973325	-0.634488	0.000000	-0.073082	-0.621200	-0.006644	-0.774009	-0.259110	-1.139418	-0.617879	-0.770688	-1.146061	-0.714215	-0.468392	0.043185	-1.531411	0.053151	-0.611235	-0.501611	0.830482	0.159452	-1.146061	-0.611235	-1.072983	-0.591303	0.325549	-2.471511	-0.803907	0.222569	0.468392	-0.867023	-0.209282	-0.568049	-0.780653	-0.518221	-0.385344	-1.744015	-0.033219	2.604386	3.119289	-0.445138	-0.448461	-1.076304	0.594625	2.162580	-1.086270	-0.680996	-1.338736	-0.073082	-0.232535	-0.903565	-0.617879	0.355446	-0.302295	-0.680996	-0.189350	-0.777331	2.557884	-1.654321
Probe 1350	-0.026575	-0.049829	0.674352	3.052857	0.136199	-1.023153	-0.508255	-2.571170	-0.059795	0.687639	-0.415240	-0.119590	-0.215925	0.202637	-0.159452	0.229213	0.318905	-0.328871	-0.398631	-0.604591	-0.132877	0.946749	-0.382022	-1.195896	0.129556	-0.398631	-0.116268	-0.089692	-0.235857	-0.136199	-0.209282	-1.352022	-0.086370	0.162775	-0.544796	-0.282363	-0.471714	0.205960	-0.408597	-0.142843	-0.710892	-0.079726	-0.564728	-0.382022	-0.950072	-0.305618	-0.195994	0.026575	-1.146061	0.016610	-0.195994	-0.073082	-0.016610	-0.667707	-0.494968	-0.195994	-0.169418	-0.564728	0.000000	0.043185	-0.382022	0.229213
Probe 1351	-1.538054	0.275720	1.700823	1.631070	-1.501516	-4.959641	-1.587878	-2.800382	-1.863604	-2.159248	0.322227	1.564627	-0.305618	-2.700723	-0.627845	-2.192475	-1.773909	-0.119590	-0.890276	-2.215726	1.033119	-0.611235	-0.318905	-1.089592	-2.351922	0.205960	-1.212504	-0.445138	-0.292329	-1.464968	-0.156131	-0.199316	0.863701	1.086270	0.790618	-0.395310	-1.119489	0.787297	0.089692	-2.006443	0.800584	1.724085	1.056373	0.003322	-1.737372	-0.053151	0.305618	-0.710892	0.322227	-0.053151	-0.966681	-1.175967	0.179384	0.385344	-0.963359	-1.232434	1.106202	1.335414	0.621200	-1.202540	2.145961	-0.003322
Probe 1352	1.232434	-0.425206	-2.498095	1.199218	-2.106102	2.016408	2.165902	-0.282363	-0.395310	-1.880212	0.259110	1.305520	-2.042981	-0.199316	0.568049	-1.109524	-2.149283	0.458426	-1.707466	0.285686	0.069760	-1.900141	-2.973127	1.777231	-2.029694	1.880212	-2.322028	-0.973325	0.860380	-2.003122	-1.770588	-2.112745	-1.435073	-2.498095	0.644454	0.694283	0.342159	-0.920174	1.810447	-1.076304	-2.504738	-1.969906	-1.411822	1.259007	-0.249145	-0.717537	0.421885	-3.368431	-3.424909	-1.285590	2.418365	-2.189153	0.279042	-2.481476	-1.833709	-0.421885	0.767365	-0.827160	0.000000	0.209282	-1.710788	1.916749
Probe 1353	-0.262433	0.375378	0.398631	0.156131	0.850414	-0.531509	-0.162775	-0.053151	-0.176062	0.488323	0.026575	0.093014	-0.372056	-0.428529	-0.621200	0.212603	0.684317	-0.372056	0.584660	0.514898	-0.797263	0.132877	0.568049	-0.089692	0.139521	-0.388665	-0.332193	0.538153	-0.292329	-0.089692	0.259110	1.033119	0.468392	0.405276	-0.827160	-0.292329	0.441817	0.225891	0.139521	0.132877	0.744112	-0.305618	0.269076	0.043185	-0.485002	-0.481679	-0.249145	-1.255685	1.003223	0.451782	-0.259110	0.508255	0.109624	0.192671	-0.338837	0.475036	0.056473	-0.534830	-0.970003	0.009966	-0.315584	-0.332193
Probe 1354	-1.501516	-0.976647	-0.534830	0.534830	-0.820516	-0.225891	-1.488219	-2.846896	-0.056473	-0.890276	-0.581338	0.209282	-0.142843	-1.059695	-0.245822	-1.082949	0.398631	0.282363	0.003322	-0.710892	-0.066439	1.461646	1.112845	-0.820516	-1.278947	-0.102980	-0.518221	-0.853735	-0.604591	-0.378700	1.401857	-0.465070	1.039764	0.318905	0.554762	-1.156026	-1.082949	0.750756	-0.597947	-0.122911	0.415240	0.847091	1.714110	0.076404	-0.803907	0.511577	-0.471714	0.265754	-0.983291	-0.441817	-0.963359	-0.644454	0.099658	0.996578	-0.734146	-0.325549	-0.471714	-0.833804	0.242501	-0.800584	1.963263	-0.352125
Probe 1355	0.375378	-1.019832	-0.913530	-0.308939	-1.059695	-1.371952	-0.936784	-0.970003	0.146165	-0.886955	-0.023253	0.026575	0.747433	-1.142740	-0.760722	-1.182610	0.172741	0.212603	-0.724180	0.328871	-0.335514	0.272399	0.069760	0.764043	-0.355446	-0.936784	-0.960038	-0.999900	-0.777331	0.096336	0.245822	2.285491	0.594625	0.182705	-1.029798	-0.993257	0.973325	-0.657741	-0.265754	0.298974	-1.441717	0.674352	-0.983291	-0.578015	-0.737468	1.488219	0.421885	-1.059695	2.331993	0.438495	-0.491645	-1.209183	-0.803907	1.308842	0.186028	-0.332193	-0.076404	-0.717537	-1.242399	-0.205960	0.375378	-0.896921
Probe 1356	-3.189053	0.601269	-0.089692	-0.501611	0.963359	0.594625	0.019932	-0.096336	-0.132877	-3.537854	-0.873667	-0.737468	-0.202637	0.591303	-0.083048	-0.076404	-0.169418	-0.514898	0.106302	-0.637811	1.119489	-1.435073	-0.093014	-0.720858	0.265754	0.099658	-0.322227	0.259110	0.524864	0.607913	-1.534732	-0.783975	0.405276	-0.159452	-0.528187	0.521543	-0.488323	-1.707466	-0.302295	0.262433	0.531509	0.767365	0.956715	-0.298974	0.551440	0.405276	0.385344	2.521346	1.179288	1.049730	0.076404	-0.541474	-1.325450	-0.953393	-1.116167	-0.292329	-1.023153	-0.774009	0.950072	-1.119489	0.541474	-1.235756
Probe 1357	-0.096336	-0.195994	-0.528187	-0.152809	-0.438495	-6.643856	0.152809	1.089592	-0.056473	-0.690961	0.790618	0.893599	0.312261	0.777331	0.362090	0.063117	-0.252467	0.441817	0.282363	0.202637	0.302295	0.521543	0.202637	0.966681	-0.368734	0.604591	0.395310	-0.259110	0.813873	0.760722	0.222569	-0.049829	0.690961	0.036541	1.175967	0.056473	-0.797263	-0.342159	0.548119	0.179384	-0.053151	0.793941	-0.162775	1.059695	0.009966	0.777331	0.976647	-0.252467	0.132877	-0.724180	0.066439	-0.338837	0.305618	-0.142843	-0.096336	-0.455104	-0.644454	-0.348802	0.156131	0.322227	-0.039863	0.485002
Probe 1358	-0.614556	-0.445138	-1.455003	-0.481679	-1.365309	-2.225691	1.086270	-3.624227	-0.717537	-0.926818	0.142843	1.122810	0.093014	-0.803907	-0.989934	0.335514	0.647775	-1.501516	-0.587981	-0.970003	0.627845	0.478357	-1.033119	-0.375378	-0.465070	0.039863	-0.352125	-0.192671	1.023153	0.700927	-0.033219	-1.554662	-0.597947	0.242501	-0.906886	0.292329	-0.332193	-0.807229	0.289008	1.295555	-0.813873	-0.571372	-1.099558	-0.664386	1.149383	-0.421885	-1.365309	3.199018	-0.611235	0.259110	-0.438495	-0.704249	-0.368734	-0.873667	-1.139418	-0.504934	-1.305520	-1.132775	-0.597947	0.382022	1.521446	-0.212603
Probe 1359	-0.229213	-1.016510	-0.614556	-3.135897	-0.398631	-1.342058	-0.684317	-1.737372	-0.571372	-0.624522	-0.378700	0.036541	-0.415240	-1.292234	-0.936784	0.524864	-0.023253	-0.538153	0.617879	0.192671	-0.465070	1.175967	0.255788	-0.382022	0.049829	-0.910208	-0.521543	0.089692	-0.225891	-0.345480	0.395310	1.169324	-0.122911	-0.362090	-1.740693	-0.524864	0.292329	-0.724180	-0.561406	0.039863	0.631166	0.069760	-0.116268	-0.946749	-0.727503	0.707571	-1.202540	0.209282	1.249042	0.714215	-0.298974	-0.275720	-0.534830	0.760722	-0.255788	0.983291	-0.611235	-0.102980	-0.382022	0.445138	1.175967	-0.930140
Probe 1360	-0.348802	-0.833804	0.112945	-0.458426	0.352125	0.993257	1.896820	-2.288812	-2.059600	0.063117	-0.687639	0.597947	-0.867023	0.637811	0.571372	-0.282363	-0.760722	-0.774009	-0.870346	0.601269	-0.455104	-0.421885	-1.827055	1.305520	-0.415240	0.335514	-0.687639	0.518221	1.481576	-1.528089	-0.106302	-0.538153	-0.880310	-1.249042	1.680894	1.498195	-0.644454	-0.342159	0.494968	-0.122911	-1.109524	-0.976647	-1.438395	0.066439	0.013288	-0.298974	1.063017	-1.219148	-1.046407	-0.418563	0.431851	-0.029897	0.079726	0.285686	-1.494862	1.381917	0.375378	0.382022	-0.827160	-0.468392	-0.717537	0.385344
Probe 1361	0.086370	1.886855	0.571372	-0.195994	0.514898	-0.850414	-0.063117	-0.355446	-0.305618	-0.657741	-0.382022	-0.468392	-0.279042	0.302295	-0.076404	0.295652	-0.345480	0.016610	-0.338837	-0.312261	-0.458426	-0.853735	0.063117	0.411919	-0.338837	0.189350	-1.016510	-1.013189	-0.697605	0.192671	-0.209282	0.136199	-0.375378	0.345480	-0.594625	-0.016610	-0.039863	0.279042	-0.116268	-0.189350	-0.242501	-0.870346	0.305618	1.162680	-0.720858	-0.056473	-0.438495	-0.833804	-0.534830	-0.411919	0.624522	0.587981	2.195796	-0.026575	-0.172741	1.043085	0.707571	-0.285686	-0.308939	-0.056473	-0.102980	-1.006544
Probe 1362	0.807229	-0.119590	1.657642	-0.222569	0.867023	-0.461748	0.647775	-1.760623	0.391987	-0.375378	-0.614556	0.116268	-0.684317	1.255685	-0.362090	-0.398631	-0.481679	-1.388571	-0.043185	-0.448461	-0.315584	-0.481679	0.013288	-0.265754	-0.282363	-0.518221	-0.102980	1.501516	-0.056473	0.375378	-0.823838	-0.063117	-0.302295	-0.358768	-1.381917	0.372056	-0.398631	-0.724180	-0.737468	-0.225891	0.166096	0.528187	-0.093014	-0.405276	-0.810550	-0.232535	-0.368734	-0.940106	0.365412	0.146165	-0.538153	0.006644	-0.112945	-0.332193	-0.508255	-0.823838	-0.318905	-0.318905	-0.524864	-0.631166	0.142843	-0.232535
Probe 1363	-0.362090	-0.009966	-0.548119	-0.172741	-0.946749	-6.643856	1.285590	-2.561205	0.764043	-0.455104	-0.179384	-0.445138	-1.053051	-0.604591	0.445138	-0.906886	0.724180	-0.215925	-0.594625	-0.372056	-0.661064	-0.212603	0.292329	0.368734	-0.269076	-0.617879	0.043185	-0.896921	0.627845	-1.146061	2.096137	-0.740790	0.225891	-0.488323	-0.800584	0.335514	0.840448	-0.471714	-0.475036	-0.787297	0.631166	1.023153	0.853735	-0.375378	-0.305618	0.554762	-0.943427	1.053051	-0.152809	1.345379	-0.385344	-0.677673	0.259110	-0.179384	-0.468392	-0.671030	-0.524864	-0.378700	1.325450	-0.455104	-0.112945	-0.674352
Probe 1364	1.727407	-0.774009	-0.009966	0.126233	0.338837	2.454903	-0.687639	1.418465	1.056373	1.707466	-0.149487	-0.578015	1.451681	-0.611235	-0.584660	-0.528187	-0.199316	-0.750756	-0.936784	-0.262433	0.308939	-0.428529	-0.388665	-0.119590	-0.830482	-0.664386	-0.607913	1.677572	-0.840448	-0.355446	-0.395310	-0.328871	-0.564728	-0.242501	-1.082949	-0.651098	-2.388471	-0.169418	-0.395310	0.451782	-0.694283	-0.554762	-0.724180	1.707466	-0.518221	-0.179384	-0.624522	0.465070	-1.428430	-0.458426	-0.684317	0.212603	-0.146165	-1.225791	-0.219247	0.587981	0.049829	-0.332193	-0.634488	0.335514	-0.564728	0.933461
Probe 1365	-0.102980	-0.112945	0.787297	0.152809	-0.106302	-0.960038	-0.485002	-2.026373	-0.003322	0.654420	0.574694	0.504934	-0.421885	-0.777331	-0.631166	0.398631	0.661064	0.112945	-0.132877	0.451782	0.202637	0.644454	-0.262433	0.780653	-2.418365	0.621200	0.900242	0.391987	-0.734146	0.817195	0.179384	0.867023	1.255685	-0.102980	-0.385344	-0.362090	-1.199218	0.950072	0.508255	0.089692	-0.342159	-0.744112	-0.468392	-1.112845	-0.179384	-0.870346	0.026575	0.053151	-1.504838	-1.063017	-0.262433	0.142843	0.225891	-0.920174	0.418563	0.069760	0.561406	-0.601269	-0.079726	-0.282363	-0.837126	0.793941
